Name	SW620_LARGE_INTESTINE	NCIH23_LUNG	KM12_LARGE_INTESTINE	U251MG_CENTRAL_NERVOUS_SYSTEM	SF268_CENTRAL_NERVOUS_SYSTEM	NCIH522_LUNG	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DU145_PROSTATE	SKMEL28_SKIN	NCIH460_LUNG	PC3_PROSTATE	MDAMB231_BREAST	NIHOVCAR3_OVARY	UACC257_SKIN	OVCAR5_OVARY	HCT15_LARGE_INTESTINE	HOP62_LUNG	MDAMB435S_SKIN	HCT116_LARGE_INTESTINE	OVCAR8_OVARY	A549_LUNG	HOP92_LUNG	NCIH226_LUNG	OVCAR4_OVARY	HT29_LARGE_INTESTINE	LOXIMVI_SKIN	EKVX_LUNG	MCF7_BREAST	ACHN_KIDNEY	BT549_BREAST	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF539_CENTRAL_NERVOUS_SYSTEM	UO31_KIDNEY	SF295_CENTRAL_NERVOUS_SYSTEM	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UACC62_SKIN	MALME3M_SKIN	MDAMB468_BREAST	SKMEL5_SKIN	HS578T_BREAST	IGROV1_OVARY	TK10	T47D_BREAST	SNB75_CENTRAL_NERVOUS_SYSTEM	SKOV3_OVARY	A498_KIDNEY
butyrobetaine	1166604.0	650512.0	1287691.0	762725.0	532372.0	133155.0	86370.0	1931594.0	2456956.0	1742110.0	1010251.0	464971.0	720638.0	679650.0	210847.0	2102653.0	554875.0	600218.0	2085901.0	551191.0	1489632.0	500998.0	1236042.0	524227.0	871423.0	290723.0	412124.0	1470711.0	1354919.0	393281.0	81505.0	194655.0	486208.0	1168057.0	344713.0	710414.0	526856.0	234606.0	1090734.0	183476.0	2644581.0	672763.0	1236968.0	441099.0	835277.0	819968.0
putrescine	1626083.0	546136.0	1605560.0	642426.0	557414.0	353882.0	332147.0	1310402.0	478643.0	1809383.0	1332312.0	374915.0	800594.0	671911.0	376273.0	877611.0	920949.0	170797.0	2147596.0	1647916.0	995986.0	474279.0	1047811.0	828246.0	949884.0	543932.0	612449.0	892999.0	221470.0	525724.0	198569.0	757263.0	1015845.0	1562850.0	379285.0	182985.0	494961.0	492718.0	427256.0	290954.0	774155.0	919804.0	1360288.0	378840.0	478607.0	1187811.0
methionine sulfoxide	26851.0	18826.0	62621.0	9986.0	19569.0	12182.0	2904.0	31741.0	20404.0	29485.0	10129.0	13945.0		17890.0	20274.0	33805.0	42360.0	9715.0	71176.0	29712.0	10267.0	10290.0	23429.0	22854.0	70066.0	16991.0	22588.0	10352.0	28813.0	23113.0	5800.0	34278.0	29678.0	63626.0	1298.0	14367.0	14975.0	20102.0	35587.0	30443.0		31415.0	11618.0	61065.0	69445.0	6698.0
carnitine	1629807.0	1088919.0	866933.0	1350171.0	656370.0	275791.0	114453.0	1647460.0	2192873.0	2055478.0	605427.0	1102343.0	778897.0	848213.0	582055.0	1315012.0	629179.0	688080.0	1531979.0	607474.0	1672085.0	673716.0	1097578.0	713446.0	760056.0	349479.0	609975.0	1466292.0	1562348.0	603719.0	58172.0	242367.0	671850.0	1068624.0	322392.0	1083350.0	750886.0	272746.0	1269843.0	326059.0	914067.0	1126994.0	2388794.0	579761.0	1659018.0	1487987.0
acetylcarnitine	4340791.0	2344001.0	10645662.0	3113097.0	1446336.0	1485221.0	1063212.0	17822042.0	10594953.0	15431421.0	13628270.0	3269889.0	3754747.0	1743250.0	1000513.0	11242222.0	5434483.0	1998348.0	12956532.0	1581558.0	12100429.0	3958568.0	16255041.0	2575403.0	2396781.0	999149.0	2382074.0	8450680.0	11514706.0	1434080.0	1142878.0	514427.0	4624704.0	8767289.0	2685545.0	5030390.0	3172477.0	1739053.0	4616237.0	875119.0	11970860.0	2600723.0	5131448.0	1444125.0	2868570.0	6728434.0
propionylcarnitine	968893.0	307232.0	4273279.0	1146949.0	354290.0	148179.0		2811409.0	4330761.0	3503197.0	440756.0	1351527.0		304076.0	136513.0	838523.0	420467.0	437358.0	928157.0	188733.0		410378.0	402079.0	424486.0	204387.0	366378.0	248239.0	2609635.0	641931.0	330288.0	134896.0	181915.0	217609.0	2309540.0	145431.0	547222.0	442544.0	255189.0	934022.0	273691.0		234867.0	3828337.0	331267.0	509216.0	397766.0
malonylcarnitine	21580.0	10114.0	50468.0	28526.0	12948.0	5489.0		14709.0	23187.0	53736.0	25963.0	8641.0		8974.0	5354.0	24428.0	19539.0	6539.0	22089.0	13381.0		27511.0	55170.0	10077.0	13989.0	6954.0	13620.0	38742.0	15972.0	8103.0	2980.0	5876.0	26634.0	30254.0	6585.0	33919.0	28597.0	8627.0	13055.0	5921.0		15396.0	36008.0	14807.0	10956.0	15782.0
butyrylcarnitine/isobutyrylcarnitine	213140.0	670490.0	145425.0	377908.0	618699.0	107013.0		2683541.0	1479400.0	589547.0	5780098.0	134562.0		500022.0	152073.0	1383661.0	467756.0	108990.0	4836619.0	725680.0		338475.0	905399.0	929382.0	4867766.0	104509.0	949904.0	13425293.0	438095.0	184515.0	74010.0	116955.0	110594.0	229704.0	2628437.0	233501.0	214910.0	112859.0	325787.0	119162.0		1442998.0	1490205.0	171076.0	1381906.0	603736.0
valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine	142743.0	90193.0	348206.0	187074.0	882978.0	19491.0		1153612.0	723969.0	482668.0	89374.0	158328.0		419733.0	219728.0	7963101.0	1205276.0	64189.0	3348662.0	1199541.0		801005.0	300969.0	107411.0	401734.0	150378.0	446631.0	223143.0	426725.0	164015.0	13168.0	307857.0	38460.0	995644.0	359255.0	280842.0	90978.0	69298.0	512875.0	87353.0		463376.0	1771602.0	1149598.0	240629.0	50292.0
hexanoylcarnitine	10202.0	12735.0	5493.0	8638.0	8893.0	3348.0		8411.0	6293.0	12872.0	10962.0	5013.0		14971.0	4438.0	20669.0	9758.0	5537.0	19105.0	9518.0		5674.0	14632.0	39440.0	32314.0	6395.0	46962.0	31652.0	7718.0	11584.0	4890.0	4208.0	5017.0	4799.0	46160.0	4943.0	7956.0	4938.0	8418.0	5301.0		35801.0	32270.0	6970.0	5260.0	7683.0
heptanoylcarnitine	1339.0	1510.0	464.0	2104.0	1483.0	555.0		774.0	596.0	553.0		930.0		1761.0	474.0	7085.0	822.0	1710.0	1817.0	1604.0		1004.0		2427.0	2018.0	1378.0	1429.0	1545.0	703.0	1650.0		774.0	1121.0	659.0	2347.0	1216.0	1507.0	945.0	1075.0	1238.0		1315.0	1110.0	1960.0	992.0	
octanoylcarnitine									297.0	310.0	247.0								565.0	545.0				2987.0	1678.0												445.0						416.0			
nonanoylcarnitine		816.0	405.0	478.0				519.0	469.0	751.0	991.0			657.0		477.0			789.0	593.0				811.0	1451.0		783.0		579.0					560.0			1034.0		912.0						1186.0	
decanoylcarnitine	245.0			555.0	428.0				628.0	419.0	143.0			1214.0	463.0	500.0		368.0	500.0	156.0		217.0	104.0	2202.0	1311.0		5706.0	502.0	852.0	271.0		181.0	461.0	612.0	492.0	181.0	556.0	139.0	886.0			1368.0	1717.0	557.0	900.0	179.0
lauroylcarnitine	517.0	776.0		930.0	786.0	448.0		1004.0	2104.0	976.0		504.0		7730.0		732.0			472.0	400.0		131.0	1115.0	11863.0	1616.0	399.0	30188.0	2314.0	470.0	749.0			720.0	2345.0	12793.0	951.0	2446.0	376.0	2703.0	579.0		4714.0	5326.0	688.0	971.0	478.0
myristoylcarnitine	726.0	682.0		1984.0	1508.0	570.0		2035.0	4448.0	1144.0		1023.0		2860.0	840.0	643.0	233.0		748.0	1201.0			3076.0	11670.0	3343.0	584.0	119007.0	5348.0	1788.0	2417.0		472.0	968.0	5695.0	14480.0	1168.0	7263.0	1140.0	1437.0	1428.0		6729.0	13042.0	767.0	1437.0	3291.0
palmitoylcarnitine	627.0	4385.0	732.0	4320.0	8563.0	6296.0		6335.0	4408.0	1256.0	1325.0	4421.0		1985.0	3339.0	1320.0	2773.0	860.0	1146.0	1381.0		871.0	2166.0	38015.0	7470.0	739.0	433404.0	5739.0	5237.0	12361.0	7146.0	2185.0	4185.0	37771.0	11508.0	2821.0	18553.0	4116.0	2033.0	7402.0		15267.0	25749.0	4918.0	7890.0	1996.0
stearoylcarnitine		351.0		1385.0	2791.0	1585.0		2350.0	1331.0	117.0		3086.0			3239.0	216.0	533.0	298.0	379.0	693.0				4819.0	2208.0	184.0	76556.0	1003.0	7268.0	4823.0	390.0	630.0	1573.0	12225.0	3918.0	472.0	5383.0	1072.0	608.0	4446.0		1385.0	2763.0	784.0	2625.0	
oleylcarnitine	821.0	3206.0	408.0	1990.0	3435.0	968.0		4473.0	5352.0	1692.0		2418.0		1975.0	1841.0	802.0	1492.0	836.0	1158.0	1037.0		717.0	2807.0	7849.0	2095.0	725.0	234434.0	14929.0	6748.0	13705.0	3835.0	1311.0	2281.0	13576.0	50775.0	1275.0	9504.0	2178.0	1286.0	6328.0		8007.0	7728.0	3041.0	2973.0	2588.0
linoleyl_carnitine		442.0	136.0						476.0									185.0	249.0	279.0				558.0			3755.0	548.0	391.0	679.0		200.0		469.0	5285.0		1102.0			394.0		200.0	415.0	201.0	280.0	
carnitine C20:4																																					76.0									
arachidonyl_carnitine		170.0	318.0	1513.0	403.0	1177.0			341.0	318.0		378.0		433.0	411.0	463.0	408.0	551.0	214.0	248.0		339.0		290.0	370.0	320.0	364.0	1207.0	417.0			617.0	722.0	141.0	644.0		192.0	228.0	394.0	525.0		1199.0	598.0	738.0	257.0	
sarcosine	4782.0		7645.0	2705.0		1060.0		2219.0	2197.0	6499.0	2620.0	911.0		1489.0		12271.0		981.0	6846.0	1851.0		1579.0	1534.0	3189.0	3075.0	1124.0		2681.0						13938.0		1476.0	1052.0	3340.0	2358.0	1511.0		1901.0	4205.0		1979.0	2054.0
beta-alanine	79109.0	15316.0	72495.0	42606.0	7259.0	5795.0		119123.0	29200.0	292698.0		16011.0		21813.0	16128.0	58714.0	75938.0	26925.0	129315.0	23956.0		17778.0		7003.0	58988.0	52151.0	25651.0	10635.0	18673.0	10264.0		15029.0	32037.0	47150.0	22660.0	25465.0	18078.0	6438.0	45205.0	8551.0		78353.0	16222.0	48605.0	9527.0	
anserine	769.0	1064.0	900.0	1033.0	580.0	471.0		1259.0	772.0	617.0		627.0		740.0	332.0	729.0	627.0	687.0	1253.0	1027.0		577.0		753.0	546.0	1063.0	414.0	618.0	844.0	1677.0		609.0	497.0	809.0		839.0	861.0	545.0	795.0	819.0		596.0	677.0	1073.0	574.0	
5-hydroxytryptophan isomer	325.0			6183.0	2363.0					3100.0	4864.0	697.0	4833.0	3190.0	345.0	1657.0	546.0	1065.0				767.0						2407.0	3950.0		719.0	285.0										413.0				1615.0
C14:0 LPC		4208385.0	6773213.0	2241356.0	3247081.0	5640615.0	2199451.0		6034332.0	1257616.0		3331847.0	54986392.0	5217399.0	1045273.0	2251915.0			5017481.0	6340421.0	2618897.0	5651281.0	4754002.0	1753985.0	2352831.0	6246408.0	1255450.0	3269440.0				5701173.0	6136163.0	2091442.0		5246393.0	9189251.0	2494562.0	4932523.0	2670427.0	14508842.0		4772981.0	2652309.0	1238598.0	
C16:1 LPC	4200346.0	5245457.0	4903533.0	3357523.0	6215153.0	7681972.0	1882165.0	7384090.0	16188516.0	4922060.0		6424762.0	50455240.0	5697648.0	3936112.0	10443857.0	3881380.0	1999074.0	12792821.0	14095268.0	4118409.0	6676492.0	6924975.0	7548494.0	5355698.0	12186945.0	5016316.0	9317220.0	2392467.0	4151017.0		7802087.0	11377668.0	4374570.0		4237112.0	14576770.0	8666450.0	11973941.0	5678477.0	7811909.0	3112088.0	8554782.0	6434446.0		
C16:0 LPC	53465664.0	139466319.0	143434601.0	43281060.0	108579712.0	102446590.0	76716286.0	60847335.0	206338255.0	27132403.0	84066109.0	167087825.0	623450081.0	113878574.0	49153359.0	93287061.0	51072798.0	41655456.0	172725099.0	163199567.0	86875616.0	86747060.0	220998569.0	68713665.0	134620859.0	181009311.0	92491504.0	64739420.0	30922581.0	66833861.0	19527174.0	85326492.0	123750753.0	67300767.0	14450629.0	131551554.0	442571649.0	150754327.0	127377269.0	176049428.0	112196036.0	20570007.0	290174731.0	66904977.0	78270548.0	54970529.0
C18:2 LPC	3125362.0	3985149.0	2809703.0		4873420.0	3089436.0	2213454.0	3221185.0	4107222.0			4101308.0	17166692.0		4296231.0			3656509.0	5086593.0	4468650.0	1357004.0	4153006.0			6559484.0	4934507.0	4589460.0	3323469.0		3438095.0		2936833.0	3059081.0	3030223.0		2587199.0		6121462.0	5121038.0	4951945.0	2687422.0	2340483.0	4576435.0	4001667.0		
C18:1 LPC	35305746.0	49222642.0	60590523.0	19663783.0	52318918.0	45118855.0	22773479.0	29653017.0	90505931.0	28204098.0	30546756.0	63558925.0	248116178.0	50217799.0	41280731.0	48617004.0	46068226.0	26151821.0	86377586.0	57390347.0	33604456.0	58599992.0	78488703.0	32733891.0	47942970.0	72108332.0	39224294.0	40458974.0	28647810.0	28873628.0	11680232.0	41733868.0	66575856.0	52962004.0	5448198.0	37180433.0	150293059.0	67885540.0	65143271.0	71297384.0	58075422.0	22386527.0	90762840.0	36732202.0	24524156.0	21523871.0
C18:0 LPC	35691045.0	73407215.0	100094498.0	48010055.0	115697663.0	51412220.0	100225378.0	63816408.0	158704109.0	25730158.0	37922698.0	193203705.0	561601236.0	46642669.0	56809164.0	87639852.0	47539708.0	58041598.0	90358609.0	165086793.0	71739082.0	112860456.0	139717847.0	55449196.0	150232098.0	151132554.0	86475322.0	60554368.0	52135588.0	55349471.0	24804525.0	72563346.0	112905975.0	34484191.0	17178960.0	88124248.0	483124555.0	165071373.0	66099165.0	191012248.0	48441740.0	12422649.0	222659670.0	60069267.0	38816072.0	37723006.0
C20:5 LPC	3025330.0		5413651.0	2144790.0	4424669.0					2375640.0		3854858.0		3005607.0					4307259.0	5035623.0		6808694.0			3734054.0							3321152.0	6746309.0	3616354.0			7087933.0	4899270.0	2611689.0	4920998.0		2334205.0	3900297.0	5284845.0		
C20:4 LPC	41644649.0	37319143.0	73897612.0	32960077.0	60139458.0	50144855.0	32375587.0	59901486.0	83997758.0	26962706.0	73380976.0	80160588.0	145231230.0	55832403.0	49652891.0	67647502.0	51547333.0	37110291.0	81603486.0	68356495.0	50279799.0	67471508.0	47317165.0	45896505.0	54986896.0	69808933.0	44503934.0	41258516.0	31515131.0	38448906.0		48201950.0	74073934.0	57474841.0	11828853.0	47790989.0	138365756.0	66242640.0	63230511.0	68872397.0	69558237.0	29779913.0	98881524.0	50245280.0	27120916.0	44233867.0
C20:3 LPC	37603583.0	27775993.0	105424842.0	51285269.0	117117382.0	52604202.0		65604277.0	107935379.0	27131479.0		162802359.0		49603802.0	66091207.0	80345457.0	50264963.0	50164271.0	94315643.0	132671082.0		112934217.0	108177529.0	62646202.0	122287390.0	123435505.0	88287588.0	52861980.0	45343847.0	36942432.0		74210274.0	114118154.0	31818731.0	24743616.0	78944819.0	293648293.0	132409928.0	59277191.0	158236949.0		15436413.0	206680268.0	68982501.0	36902716.0	
C22:6 LPC	11321825.0	8296597.0	12694745.0	8666131.0	16465592.0	15006812.0	6204979.0	12329111.0	7777087.0	5860785.0	10366638.0	10106029.0	35939723.0	6457679.0	11135061.0	8924224.0	13049725.0	9179495.0	14938837.0	13620744.0	10536012.0	16774345.0	7031536.0	16508349.0	14186449.0	8938774.0	12512889.0	8807883.0	9248430.0	10642517.0		10236713.0	18445960.0	6232805.0		6968959.0	13800479.0	15234467.0	11735052.0	10799375.0	12589502.0	8714664.0	8515353.0	13233509.0	6800042.0	9547304.0
C16:0 LPE	2915141.0	5651278.0	7869121.0	3832041.0	3009326.0	13857689.0	5713975.0	4129798.0	17087200.0	6973027.0	3855423.0	2015617.0		6238752.0	1575230.0	9984704.0	2972336.0	1624629.0	18639628.0	6577407.0	4474626.0	3964871.0	7605713.0	16253821.0	10069382.0	18863981.0	3348375.0	10070922.0	1324805.0			3599850.0	10970690.0	1798316.0	2668737.0	15420091.0	4043813.0	5435799.0	14903790.0	2021874.0	5397719.0	1307016.0	25432759.0	3520335.0	4719553.0	4244471.0
C18:2 LPE		7978977.0			12383279.0	9108291.0				2024071.0		6930803.0					8196574.0	10673164.0				2764468.0		4856807.0		9179842.0	8210508.0	9001534.0	9502832.0					6735935.0		10841684.0			10394984.0	7688038.0		14506832.0	6758882.0	2629900.0		
C18:1 LPE	5998953.0	13624274.0	12019513.0	8870676.0	7524131.0	17959434.0	6317245.0	5964296.0	37343157.0	16602264.0		5379544.0	17069002.0	12545743.0	5527946.0	17107655.0	5315270.0	3022290.0	31754808.0	11538798.0	9513895.0	7290233.0	17613654.0	23124217.0	8013225.0	22152183.0	6340828.0	27101377.0	2090941.0	4243189.0		7801418.0	19768836.0	6359665.0	5464251.0	13495306.0	8466349.0	8513481.0	37877823.0	8875874.0	12694062.0	5430766.0	31133155.0	8021509.0	5212086.0	11317745.0
C18:0 LPE	61354163.0	115290296.0	56868358.0	15715986.0	23461047.0	10124245.0	48825334.0	5604259.0	52554698.0	13951931.0	25158293.0	21902441.0	21824338.0	22728348.0	14666594.0	64343178.0	16586585.0	14328191.0	64412370.0	28131290.0	16972045.0	25550242.0	55411218.0	17352379.0	58448112.0	53948237.0	13166651.0	14867372.0	6316609.0	3267833.0	4617340.0	27810561.0	73036100.0	34297582.0	5583457.0	43993194.0	34052594.0	20496074.0	23408155.0	23460719.0	16609502.0	9669162.0	33668634.0	17169327.0	20075313.0	
C20:4 LPE	10731084.0		6376725.0	6587833.0	6059830.0	13765182.0			20704898.0	6679588.0		6842980.0		7005080.0	5876609.0	9238684.0	4998831.0	4406266.0	7240963.0	5886414.0		6185179.0		16094510.0	5225971.0	5164989.0	4985090.0	4033293.0	9264202.0			4201457.0	6265112.0	4601277.0	6569980.0	8585345.0	5231634.0	5095164.0	3482058.0	8861566.0		8616769.0	7937220.0	7039181.0	3201213.0	
C22:6 LPE	9895638.0	5701354.0	7331764.0	24076763.0	13702553.0	74377467.0	17954257.0	6313410.0	78144068.0	4383741.0	7412593.0	22969546.0	102039543.0	6531894.0	7381997.0	15158120.0	6489024.0	6096181.0	5588186.0	24647371.0	12410724.0	11933980.0	23458561.0	89414703.0	7566452.0	22914514.0	11987180.0	31728033.0	5941050.0	4455208.0	5249742.0	8393737.0	15669419.0	2030075.0	15403759.0	11187351.0	21850719.0	22595292.0	22341641.0	38954090.0	6232325.0		23851675.0	8767025.0	2893716.0	10098365.0
C32:2 PC	139866908.0	114726779.0	170600523.0	63686487.0	79201557.0	64429613.0	9161112.0	69779121.0	160171569.0	523775606.0	108950742.0	34875924.0	310809522.0	106941000.0	47874490.0	272669509.0	82625261.0	51717331.0	471927566.0	58921303.0	103875620.0	101203686.0	155310883.0	85972975.0	100779555.0	150338429.0	191038082.0	342940699.0	18750600.0	42254467.0	32110970.0	204828719.0	176879376.0	140120071.0	53112745.0	72558979.0	140927446.0	69345702.0	375804203.0	41116409.0	223644759.0	162931092.0	324575174.0	129921318.0	45703999.0	310511807.0
C32:1 PC	1021921468.0	1017090347.0	1324245527.0	725162497.0	750117392.0	590668681.0	265654747.0	882471742.0	1124282660.0	1462683986.0	1169457646.0	499556081.0	1086434159.0	1088872257.0	593032832.0	1305212774.0	742170005.0	635174860.0	1993020152.0	614456605.0	876985183.0	671698306.0	924631001.0	711365501.0	1084009245.0	1079392484.0	1274990272.0	1013007917.0	314869109.0	239226451.0	329193635.0	867262129.0	1057238993.0	1065741325.0	621061924.0	892113426.0	1065911051.0	694655163.0	1451609494.0	400237081.0	1227780331.0	818851970.0	1476655321.0	832357655.0	789088111.0	1262188874.0
C32:0 PC	176789649.0	196048321.0	207409074.0	421495674.0	300790644.0	49785031.0	107186200.0	314584351.0	298937114.0	277416025.0	233489347.0	85074891.0	208069574.0	222862066.0	228426871.0	373750307.0	182371778.0	178200265.0	449258652.0	231461095.0	91883841.0	354160516.0	235408763.0	153131499.0	394448590.0	209350692.0	230516496.0	192949847.0	142998806.0	53991590.0	138560064.0	208335515.0	268856841.0	161585113.0	406121075.0	394724199.0	309471425.0	186253111.0	403870456.0	165687343.0	156015390.0	40982012.0	348163689.0	316392413.0	396573524.0	598372455.0
C34:4 PC	19898330.0	26822240.0	17371194.0	20574975.0	27600821.0	28204721.0	6327482.0	24006182.0	16395431.0	68928060.0	27527013.0	19564642.0	128362636.0	30232706.0	14732989.0	40773729.0	24501675.0	21441574.0	64677305.0	18328093.0	17525723.0	46112848.0	30673413.0	29326866.0		25515677.0	30935029.0	51258029.0	13200629.0		17368123.0	38426675.0	28922663.0		8799804.0	24029414.0	32652627.0	24787840.0	41055264.0	36189108.0	51786513.0	32793653.0	42876785.0	25479593.0		51421163.0
C34:3 PC	43796154.0	43328540.0	40136394.0	40468497.0	30010557.0	19869473.0	6132873.0	14730399.0	32620696.0	116502966.0	23602784.0	30072417.0	119526891.0	32389017.0	25301382.0	52830662.0	26749233.0	43696509.0	88911389.0	32998757.0	33395574.0	52233311.0	54753043.0	25200666.0	16642423.0	57686365.0	28822230.0	53279782.0	15181376.0	19723098.0	20492584.0	29127727.0	35139256.0	50893298.0	10939795.0	32702251.0	27327315.0	35937042.0	54098607.0	48470523.0	71222656.0	40962277.0	45124401.0	25302941.0	7676610.0	121706910.0
C34:2 PC	834792272.0	767267372.0	871951862.0	560891038.0	553236873.0	480274422.0	149555331.0	490835866.0	910766143.0	1398996593.0	550909517.0	433322457.0	934230414.0	674862102.0	440717909.0	928493573.0	644145579.0	501394481.0	1450366722.0	535543449.0	595376155.0	549188477.0	856763890.0	572602623.0	548173611.0	778593485.0	674608547.0	936730307.0	354897357.0	375218679.0	259544560.0	778197422.0	672394625.0	946580108.0	332324056.0	546772564.0	576565039.0	498450930.0	1113857196.0	473793927.0	1085194562.0	946663185.0	1063302225.0	590450766.0	430627557.0	1098111540.0
C34:1 PC	1293260970.0	1089540774.0	1504840746.0	1162558234.0	1086919832.0	573530817.0	730983000.0	1315324703.0	1233893975.0	1518479125.0	1204084924.0	804476934.0	785525386.0	1319045245.0	916649174.0	1403480438.0	1136782048.0	966729095.0	1913232184.0	1157600899.0	1111862183.0	1071138779.0	1510106305.0	722005220.0	1349555486.0	1092919453.0	1138167711.0	966507143.0	892863969.0	418591776.0	460621277.0	1076118275.0	1112269791.0	1390901077.0	880373617.0	1183423094.0	1563389711.0	1080280569.0	1219894221.0	824386530.0	1060533381.0	879466149.0	1566329954.0	1056545346.0	1357786911.0	1489077304.0
C36:4 PC-A	6686684.0	18724065.0		16801334.0	17341171.0		5384405.0			28343946.0	22089322.0	17202352.0	77798016.0	16789211.0	14286918.0	14228664.0	18200173.0	26735464.0	19954143.0		28530728.0	36389219.0	14531321.0	9789580.0		19634455.0	10712970.0	17696283.0	18553636.0	4518367.0	28803906.0	12876411.0	17284192.0		10237729.0	14726360.0		11948924.0		23549242.0	36781057.0	27325836.0	16332988.0	11587852.0		38469148.0
C36:4 PC-B	115927870.0	239918559.0	157062205.0	161819916.0	204414486.0	305097646.0	46914546.0	209482158.0	134693145.0	219115059.0	294003848.0	197109147.0	534758719.0	222547596.0	135990021.0	99820630.0	137431146.0	238234001.0	212095846.0	194914701.0	197496052.0	208481826.0	215913446.0	216444863.0	132654926.0	187836608.0	121406188.0	195778776.0	158772981.0	152014853.0	235893603.0	142314904.0	134360617.0	203055114.0	244689675.0	171079497.0	275993837.0	205492936.0	131391525.0	173295293.0	314977306.0	135033421.0	195031263.0	149945163.0	115325548.0	340355453.0
C36:3 PC	137511755.0	256769893.0	242631229.0	196545004.0	202147041.0	194720446.0	95987653.0	152252580.0	244867356.0	249044635.0	233650669.0	246597330.0	231885199.0	202744371.0	176106492.0	152425657.0	217721612.0	204412458.0	422121954.0	127026794.0	205013443.0	296222172.0	289990698.0	79799529.0	98648962.0	215366136.0	165981898.0	159450449.0	188732726.0	156340891.0	71870423.0	158170021.0	183121169.0	309028335.0	167292678.0	140183631.0	203977721.0	203637555.0	171464639.0	244141157.0	254741058.0	209396893.0	230576732.0	154857885.0	119936389.0	245144035.0
C36:2 PC	1018976014.0	821931643.0	935636157.0	586972416.0	628961995.0	517571837.0	291741582.0	595617975.0	1086611207.0	1230807282.0	515634649.0	688864871.0	529831684.0	906648654.0	649575726.0	947367190.0	1021008424.0	631679786.0	1167217688.0	631694748.0	602273446.0	776990271.0	1286182044.0	638333590.0	595066184.0	946332061.0	729402989.0	932120420.0	613264802.0	531087504.0	239603571.0	762011871.0	699044521.0	1408271694.0	546435305.0	725596837.0	651478076.0	551980370.0	757502344.0	645432963.0	1068714750.0	1056672348.0	1115275584.0	618524799.0	452641549.0	887815248.0
C36:1 PC	416128345.0	534500010.0	706820417.0	520684350.0	737015086.0	180868916.0	551652040.0	721880446.0	568958335.0	528693198.0	369133178.0	679837802.0	262602208.0	369338975.0	589125637.0	790805858.0	698414491.0	574558832.0	879975699.0	432889547.0	543026735.0	749249486.0	770207279.0	169598222.0	608050647.0	588658081.0	618373861.0	240479631.0	610719393.0	88963465.0	98311254.0	286243510.0	542482058.0	599147931.0	410918140.0	560719178.0	433457594.0	565660475.0	192151543.0	324862674.0	404129049.0	181854816.0	470119857.0	391295179.0	723634746.0	647865888.0
C38:6 PC	64048968.0	165028791.0	58388046.0	128629177.0	150058955.0	201083411.0	18181248.0	233703306.0	59519067.0	99908877.0	253324634.0	151216124.0	272548446.0	165280985.0	115471048.0	59358431.0	105430404.0	149703635.0	130175322.0	188142017.0	143036587.0	294432603.0	89324494.0	156780841.0	130659655.0	105410114.0	69901045.0	67538355.0	114989870.0	113808559.0	137855071.0	99006482.0	71837451.0	93487845.0	149319079.0	97892648.0	217835519.0	142824274.0	59597604.0	109753387.0	173106889.0	46748558.0	68326217.0	117235615.0	92641162.0	150203361.0
C38:5 PC	91993210.0	173161687.0	87089983.0	189187125.0	188032683.0	241459289.0	39085671.0	202688263.0	81638237.0	159266825.0	241278358.0	224716175.0	377101885.0	182198125.0	155883590.0	81856437.0	157875618.0	191117541.0	153862979.0	164260042.0	112297004.0	321595387.0	149509988.0	147112990.0	106851029.0	171134438.0	90302944.0	163197044.0	209348800.0	157220254.0	214890662.0	143127584.0	107814394.0	153400761.0	240163408.0	101202767.0	230952580.0	165472197.0	64713666.0	244131018.0	260399219.0	75808176.0	138670227.0	131396044.0	88813303.0	230265324.0
C38:4 PC	119145361.0	165100389.0	134273420.0	118144820.0	192723763.0	181151819.0	56624401.0	180451665.0	123877902.0	178205651.0	141796578.0	235785115.0	277841006.0	133539027.0	152859768.0	103488435.0	183883189.0	188593283.0	124677415.0	90228156.0	129001268.0	262848390.0	275929633.0	102536450.0	77148323.0	152835496.0	119331788.0	141754656.0	207414106.0	125209739.0	112823065.0	127487431.0	124577404.0	212687123.0	204484849.0	127459110.0	125297252.0	125876050.0	80647081.0	150491782.0	216111233.0	144938477.0	149794044.0	121732690.0	67269723.0	218918983.0
C38:2 PC	202128054.0	193522773.0	131164541.0	111731980.0	123725602.0	18240112.0	49502862.0	450534795.0	125585255.0	229059698.0	94935569.0	140372417.0	61520503.0	153451564.0	103537366.0	96930162.0	198761621.0	94690990.0	263214685.0	100151867.0	64816027.0	113163966.0	261860001.0	81271615.0	72909012.0	154751754.0	82341186.0	204449467.0	97826157.0	48264203.0	31691606.0	105371847.0	92372812.0	184107088.0	110679417.0	101325576.0	111762808.0	58598551.0	83474357.0	91003308.0	266674549.0	153031403.0	254284784.0	100860438.0	293022508.0	158451168.0
